title,authors,year,openalex_id,doi,url,abstract_text,keywords,category
Evidence-Based Assessment of Autism Spectrum Disorders in Children and Adolescents,"Sally Ozonoff, Beth L. Goodlin‐Jones, Marjorie Solomon",2005,https://openalex.org/W2016029227,https://doi.org/10.1207/s15374424jccp3403_8,https://doi.org/10.1207/s15374424jccp3403_8,"This article reviews evidence-based criteria that can guide practitioners in the selection, use, and interpretation of assessment tools for autism spectrum disorders (ASD). As Mash and Hunsley (2005) discuss in this special section, evidence-based assessment tools not only demonstrate adequate psychometric qualities, but also have relevance to the delivery of services to individuals with the disorder (see also Hayes, Nelson, & Jarrett, 1987). Thus, we use what is known about the symptoms, etiologies, developmental course, and outcome of ASD to evaluate the utility of particular assessment strategies and instruments for diagnosis, treatment planning and monitoring, and evaluation of outcome. The article begins with a review of relevant research on ASD. Next we provide an overview of the assessment process and some important issues that must be considered. We then describe the components of a core (minimum) assessment battery, followed by additional domains that might be considered in a more comprehensive assessment. Domains covered include core autism symptomatology, intelligence, language, adaptive behavior, neuropsychological functions, comorbid psychiatric illnesses, and contextual factors (e.g., parent well-being, family functioning, quality of life). We end with a discussion of how well the extant literature meets criteria for evidence-based assessments.","autism, assessment, assessments, asd, psychometric","Therapy & Intervention, Social & Emotional Development"
Early intensive behavioral intervention (EIBI) for young children with autism spectrum disorders (ASD),"Brian Reichow, Erin E. Barton, Brian A. Boyd, Kara Hume",2012,https://openalex.org/W1624352668,https://doi.org/10.1002/14651858.cd009260.pub2,https://doi.org/10.1002/14651858.cd009260.pub2,"There is weak evidence that EIBI may be an effective behavioral treatment for some children with ASD; the strength of the evidence in this review is limited because it mostly comes from small studies that are not of the optimum design. Due to the inclusion of non-randomized studies, there is a high risk of bias and we rated the overall quality of evidence as 'low' or 'very low' using the GRADE system, meaning further research is very likely to have an important impact on our confidence in the estimate of effect and is likely to change the estimate.It is important that providers of EIBI are aware of the current evidence and use clinical decision-making guidelines, such as seeking the family's input and drawing upon prior clinical experience, when making recommendations to clients on the use EIBI. Additional studies using rigorous research designs are needed to make stronger conclusions about the effects of EIBI for children with ASD.","eibi, research, studies, clinical, treatment","Therapy & Intervention, Social & Emotional Development"
Face Perception in Children with Autism and Asperger's Syndrome,"Susan Davies, Dorothy Bishop, Antony S. R. Manstead, Digby Tantam",1994,https://openalex.org/W2078671228,https://doi.org/10.1111/j.1469-7610.1994.tb01808.x,https://doi.org/10.1111/j.1469-7610.1994.tb01808.x,"Abstract— Children with diagnoses of either autism or Asperger's syndrome were matched on measures of verbal mental age with nonautistic control children. They were tested on their abilities to process both facial and nonfacial stimuli. There were no significant differences between the low ability autistic and control groups, but the high ability autistic and Asperger's children performed significantly worse than controls across all tests. Group averages masked substantial individual variation. The results are seen as indicating a general perceptual deficit that is not specific to faces or emotions. This appears to be a common correlate of autism and Asperger's syndrome, rather than a core symptom.","autism, asperger, autistic, nonautistic, facial",General / Other
Children With Autism,"Megan E. Tudor, Charles D. Hoffman, Dwight P. Sweeney",2012,https://openalex.org/W2154776964,https://doi.org/10.1177/1088357612457989,https://doi.org/10.1177/1088357612457989,"Relationships between the specific sleep problems and specific behavioral problems of children with autism were evaluated. Mothers’ reports of sleep habits and autism symptoms were collected for 109 children with autism. Unlike previous research in this area, only children diagnosed with autism without any commonly comorbid diagnoses (e.g., intellectual disability, epilepsy) were included in the analysis. Consistent with prior work, a positive correlation between the severity of sleep problems and the severity of autism symptoms was obtained. Sleep onset delay and sleep duration were positively correlated with autism symptoms and autism severity. Sleep onset delay was the strongest predictor of communication deficit, stereotyped behavior, and autism severity. These results provide support for specific sleep problem and symptom relationships that are unique to autism and suggest the importance of including the treatment of sleep problems as part of a comprehensive behavioral intervention for children with autism.","autism, sleep, disability, symptoms, epilepsy","Neurological Functioning, Behavioral Experiments, Therapy & Intervention, Education & Learning, Social & Emotional Development"
Overview of Meta-Analyses on Early Intensive Behavioral Intervention for Young Children with Autism Spectrum Disorders,Brian Reichow,2011,https://openalex.org/W1979628056,https://doi.org/10.1007/s10803-011-1218-9,https://doi.org/10.1007/s10803-011-1218-9,(no abstract found: try through the website),"Autism, Meta-analysis, Intervention (counseling), Psychology, Adaptive behavior, Clinical psychology, Autism spectrum disorder, Applied behavior analysis, Developmental psychology, Psychiatry, Medicine, Internal medicine","Therapy & Intervention, Social & Emotional Development"
Joint attention and children with autism: A review of the literature,"Yvonne Bruinsma, Robert L. Koegel, Lynn Koegel",2004,https://openalex.org/W1988473644,https://doi.org/10.1002/mrdd.20036,https://doi.org/10.1002/mrdd.20036,"Abstract Preverbal communication and joint attention have long been of interest to researchers and practitioners. Both attending to social partners and sharing attentional focus between objects or events and others precede the onset of a child's first lexicon. In addition, these prelinguistic acts also appear to have important implications with regard to learning to socialize. The construct of joint attention has been noted as an early developing area prior to the transition to symbolic communication. Thus, the importance of joint attention in typically developing children, and the lack thereof in children with autism, has interested researchers for use in diagnosis and intervention for autism. That is, joint attention has been gaining momentum as an area that not only helps characterize children with autism, but also as a prognostic indicator and a potential intervention goal. In this paper, the status of the literature about initiation of joint attention by young typically developing children and young children with autism was examined. Empirical studies regarding joint attention behaviors, including eye gaze alternation, the use of protodeclaratives and protoimperatives, and studies that investigated joint attention as a predictor of language acquisition were reviewed. Possible areas for future research for children with autism are discussed. © 2004 Wiley‐Liss, Inc. MRDD Research Reviews 2004;10:169–175.","autism, attentional, attention, prelinguistic, gaze","Communication & Language, Social & Emotional Development"
"Parenting stress and autism: The role of age, autism severity, quality of life and problem behaviour of children and adolescents with autism","Rebecca L. McStay, Cheryl Dissanayake, Anke M. Scheeren, Hans M. Koot, Sander Begeer",2013,https://openalex.org/W2109420596,https://doi.org/10.1177/1362361313485163,https://doi.org/10.1177/1362361313485163,"While stress is a common experience for parents caring for a child with a developmental disability, current measures fail to distinguish between general stress in parents and the demands of parenting and perceptions of parenting skills (parenting stress). This study examined differences in ‘parenting stress’ reported by parents of children with autism and typically developing children. This study examined the role of child characteristics (age, autism severity, child quality of life and problem behaviour) on parenting stress in 150 parents of cognitively able children and adolescents with autism. The results revealed that child hyperactivity was the only factor significantly related to parenting stress in parents of children with autism, overruling measures of autism severity and child quality of life. This finding indicates the significant influence of problematic behaviours on parenting demands and perceptions of parenting skills in parents of children with autism, over other child characteristics conceived as within the parent’s control. Study implications for future research are discussed.","parenting, autism, parents, parent, stress","Behavioral Experiments, Therapy & Intervention, Education & Learning, Social & Emotional Development"
Intensive Behavioral Treatment at School for 4- to 7-Year-Old Children with Autism,"Svein Eikeseth, Tristram Smith, Erik Jahr, Sigmund Eldevik",2002,https://openalex.org/W2168669138,https://doi.org/10.1177/0145445502026001004,https://doi.org/10.1177/0145445502026001004,"This study was designed to evaluate 1 year of intensive treatment for 4- to 7-year-old children with autism. An independent clinician assigned children to either behavioral treatment (n = 13) or eclectic treatment (n = 12). Assignment was based on availability of personnel to supervise treatment and was not influenced by child characteristics or family preference.The two treatment groups received similar amounts of treatment (M = 28.52 hours per week at the child’s school). Children in the behavioral treatment group made significantly larger gains on standardized tests than did children in the eclectic treatment group. Results suggest that some 4- to 7-year-olds may make large gains with intensive behavioral treatment, that such treatment can be successfully implemented in school settings, and that specific aspects of behavioral treatment (not just its intensity) may account for favorable outcomes.","autism, behavioral, children, treatment, child","Communication & Language, Social & Emotional Development"
"The Behavioral Phenotype in Fragile X: Symptoms of Autism in Very Young Children with Fragile X Syndrome, Idiopathic Autism, and Other Developmental Disorders","Sally J. Rogers, Elizabeth A. Wehner, Randi J. Hagerman",2001,https://openalex.org/W2088931596,https://doi.org/10.1097/00004703-200112000-00008,https://doi.org/10.1097/00004703-200112000-00008,"This study was designed to explore the behavioral phenotype of autism in a group of young children with fragile X syndrome (FXS). Twenty-four children with FXS, ages 21 to 48 months, were compared with two well-matched groups: 27 children with autism (AD) and 23 children with other developmental delays (DD), on two standardized autism instruments, as well as on measures of development and adaptive behavior. Two FXS subgroups emerged. One subgroup (n = 16) did not meet study criteria for autism. Their profiles on the autism instruments and the developmental instruments were virtually identical to the other DD group. The other FXS subgroup (n = 8, or 33% of the total FXS group) met study criteria for autism. Their profiles on the autism instruments were virtually identical to the group with autism. The finding of two FXS subgroups raises a hypothesis of additional genetic influences in the FXS autism group, warranting further genetic studies.","autism, developmental, genetic, fxs, fragile",General / Other
Oxytocin enhances brain function in children with autism,"Ilanit Gordon, Brent C. Vander Wyk, Randi Bennett, Cara Cordeaux, Molly V. Lucas, Jeffrey Eilbott, Orna Zagoory‐Sharon, James F. Leckman, Ruth Feldman, Kevin A. Pelphrey",2013,https://openalex.org/W2007655600,https://doi.org/10.1073/pnas.1312857110,https://doi.org/10.1073/pnas.1312857110,"Significance This article presents our discovery that intranasal administration of oxytocin enhances activity in the brain for socially meaningful stimuli and attenuates its response to nonsocially meaningful stimuli in children with autism spectrum disorder (ASD) as measured via functional MRI. We also identified a relationship between changes in salivary oxytocin following administration and enhancements in brain function. These discoveries are particularly important given the urgent need for treatments that target the core social dysfunction in ASD. The functional neural attunement we demonstrated might facilitate social learning, thus potentially bringing about long-term change in neural systems and subsequent behavioral improvements. Our results illustrate the power of a translational neuroscience approach to facilitate the development of pharmacological interventions for neurodevelopmental disorders like ASD.","oxytocin, autism, neuroscience, neurodevelopmental, neural","Therapy & Intervention, Communication & Language, Social & Emotional Development"
Timing of Identification Among Children With an Autism Spectrum Disorder: Findings From a Population-Based Surveillance Study,"Paul Shattuck, Maureen S. Durkin, Matthew J. Maenner, Craig J. Newschaffer, David S. Mandell, Lisa D. Wiggins, Li-Ching Lee, Catherine E. Rice, Ellen Giarelli, Russell S. Kirby, Jon Baio, Jennifer Pinto‐Martin, Christopher Cuniff",2009,https://openalex.org/W2098490628,https://doi.org/10.1097/chi.0b013e31819b3848,https://doi.org/10.1097/chi.0b013e31819b3848,(no abstract found: try through the website),"Autism, Autism spectrum disorder, Identification (biology), Developmental disorder, Population, Psychology, Pervasive developmental disorder, Psychiatry, Medicine, Clinical psychology, Developmental psychology, Environmental health, Botany, Biology",General / Other
The sleep/wake rhythm in children with autism,"Amanda L. Richdale, Margot Prior",1995,https://openalex.org/W2065655509,https://doi.org/10.1007/bf01980456,https://doi.org/10.1007/bf01980456,(no abstract found: try through the website),"Autism, Psychology, Anxiety, Sleep (system call), Developmental psychology, Psychiatry, Computer science, Operating system","Communication & Language, Social & Emotional Development"
Coping over time: the parents of children with autism,Stacy W. Gray,2006,https://openalex.org/W2079121206,https://doi.org/10.1111/j.1365-2788.2006.00933.x,https://doi.org/10.1111/j.1365-2788.2006.00933.x,"Abstract Background Although coping with autism has been examined in a number of papers, virtually no research exists on how families cope over time. This paper reports the results of a longitudinal study of parents coping with autism over a period of approximately a decade. Methods The research method for the study was based on ethnographic methods that emphasized in‐depth interviews and participant observation. The sample for this study consisted of 28 parents (19 mothers and nine fathers) of children with autism. The instrument for the interviews consisted of questions concerning: the child’s medical history and referral experience, the child’s present symptomatology, the effects of the child’s problems on the parent’s well‐being, the effects of autism on the family’s social life, parental coping strategies, illness conceptualization and the parents’ expectations for the future. Results and conclusions Coping strategies changed from the time of the initial study, as fewer parents coped through reliance on service providers, family support, social withdrawal and individualism and relatively more parents coped through their religious faith and other emotion‐focused strategies. The results tentatively support previous research on coping that indicates that aging is linked to the use of more emotion‐focused coping strategies.","coping, autism, parents, parental, parent","Neurological Functioning, Social & Emotional Development"
ASSESSING AND TREATING VOCAL STEREOTYPY IN CHILDREN WITH AUTISM,"William H. Ahearn, Kathy Clark, Rebecca MacDonald, Bo In Chung",2007,https://openalex.org/W2116174471,https://doi.org/10.1901/jaba.2007.30-06,https://doi.org/10.1901/jaba.2007.30-06,"Previous research implies that stereotypic behavior tends to be maintained by the sensory consequences produced by engaging in the response. Few investigations, however, have focused on vocal stereotypy. The current study examined the noncommunicative vocalizations of 4 children with an autism spectrum disorder. First, functional analyses were conducted in an attempt to identify the function of each child's behavior. For each of the participants, it was found that vocal stereotypy was likely not maintained by the social consequences. Following assessment, response interruption and redirection (RIRD) was implemented in an ABAB design to determine whether vocal stereotypy could be successfully redirected. RIRD involved a teacher issuing a series of vocal demands the child readily complied with during regular academic programming. Vocal demands were presented contingent on the occurrence of vocal stereotypy and were continuously presented until the child complied with three consecutively issued demands without emitting vocal stereotypy. For each child, RIRD produced levels of vocal stereotypy substantially lower than those observed in baseline. For 3 of the children, an increase in appropriate communication was also observed. The children's teachers were trained to implement RIRD. Brief follow‐up probes and anecdotal information implied that the treatment had a positive impact in the natural environment.","autism, vocalizations, vocal, noncommunicative, behavior","Therapy & Intervention, Communication & Language"
Neural basis of irony comprehension in children with autism: the role of prosody and context,"A. Ting Wang, Susan S. Lee, Marian Sigman, Mirella Dapretto",2006,https://openalex.org/W2151929612,https://doi.org/10.1093/brain/awl032,https://doi.org/10.1093/brain/awl032,"While individuals with autism spectrum disorders (ASD) are typically impaired in interpreting the communicative intent of others, little is known about the neural bases of higher-level pragmatic impairments. Here, we used functional MRI (fMRI) to examine the neural circuitry underlying deficits in understanding irony in high-functioning children with ASD. Participants listened to short scenarios and decided whether the speaker was sincere or ironic. Three types of scenarios were used in which we varied the information available to guide this decision. Scenarios included (i) both knowledge of the event outcome and strong prosodic cues (sincere or sarcastic intonation), (ii) prosodic cues only or (iii) knowledge of the event outcome only. Although children with ASD performed well above chance, they were less accurate than typically developing (TD) children at interpreting the communicative intent behind a potentially ironic remark, particularly with regard to taking advantage of available contextual information. In contrast to prior research showing hypoactivation of regions involved in understanding the mental states of others, children with ASD showed significantly greater activity than TD children in the right inferior frontal gyrus (IFG) as well as in bilateral temporal regions. Increased activity in the ASD group fell within the network recruited in the TD group and may reflect more effortful processing needed to interpret the intended meaning of an utterance. These results confirm that children with ASD have difficulty interpreting the communicative intent of others and suggest that these individuals can recruit regions activated as part of the normative neural circuitry when task demands require explicit attention to socially relevant cues.","autism, irony, fmri, prosodic, ironic",Behavioral Experiments
Sleep in Children with Autism Spectrum Disorder,"Margaret C. Souders, Stefanie Zavodny, Whitney Eriksen, Rebecca Sinko, James E. Connell, Connor M. Kerns, Roseann C. Schaaf, Jennifer Pinto‐Martin",2017,https://openalex.org/W2612728084,https://doi.org/10.1007/s11920-017-0782-x,https://doi.org/10.1007/s11920-017-0782-x,(no abstract found: try through the website),"Autism spectrum disorder, Anxiety, Insomnia, Autism, Sleep (system call), Psychological intervention, Arousal, Psychology, Psychiatry, Melatonin, Clinical psychology, Medicine, Neuroscience, Operating system, Computer science","Behavioral Experiments, Education & Learning"
Sleep Disturbances and Correlates of Children with Autism Spectrum Disorders,"Xianchen Liu, Julie A. Hubbard, Richard A. Fabes, James B. Adam",2006,https://openalex.org/W2048523985,https://doi.org/10.1007/s10578-006-0028-3,https://doi.org/10.1007/s10578-006-0028-3,(no abstract found: try through the website),"Bedtime, Psychology, Autism spectrum disorder, Autism, Psychiatry, Asperger syndrome, Sleep disorder, Insomnia, Clinical psychology, Pediatrics, Medicine","Behavioral Experiments, Education & Learning, Communication & Language, Social & Emotional Development"
Comprehensive Synthesis of Early Intensive Behavioral Interventions for Young Children with Autism Based on the UCLA Young Autism Project Model,"Brian Reichow, Mark Wolery",2008,https://openalex.org/W2116166741,https://doi.org/10.1007/s10803-008-0596-0,https://doi.org/10.1007/s10803-008-0596-0,(no abstract found: try through the website),"Autism, Psychology, Psychological intervention, Public health, Developmental disorder, Developmental psychology, Psychiatry, Medicine, Nursing","Neurological Functioning, Behavioral Experiments, Communication & Language, Social & Emotional Development"
Determinants of Stress in Parents of Children with Autism Spectrum Disorders,"Mélina Rivard, Amélie Terroux, Claudel Parent-Boursier, Céline Mercier",2014,https://openalex.org/W2053474993,https://doi.org/10.1007/s10803-013-2028-z,https://doi.org/10.1007/s10803-013-2028-z,(no abstract found: try through the website),"Autism, Psychology, Autism spectrum disorder, Intervention (counseling), Psychological intervention, Clinical psychology, Developmental psychology, Developmental disorder, Stress (linguistics), Psychiatry, Linguistics, Philosophy",Social & Emotional Development
Age and IQ at Intake as Predictors of Placement for Young Children with Autism: A Four- to Six-Year Follow-Up,"Sandra Harris, Jan S. Handleman",2000,https://openalex.org/W1536921744,https://doi.org/10.1023/a:1005459606120,https://doi.org/10.1023/a:1005459606120,(no abstract found: try through the website),"Autism, Intelligence quotient, Psychology, Intervention (counseling), Special education, Autism spectrum disorder, Pediatrics, Predictive power, Developmental psychology, Clinical psychology, Cognition, Psychiatry, Medicine, Philosophy, Mathematics education, Epistemology",Therapy & Intervention
Association of the oxytocin receptor gene (OXTR) in Caucasian children and adolescents with autism,"Suma Jacob, Camille W. Brune, C. S. Carter, Bennett Leventhal, Catherine Lord, Edwin H. Cook",2007,https://openalex.org/W1980625058,https://doi.org/10.1016/j.neulet.2007.02.001,https://doi.org/10.1016/j.neulet.2007.02.001,(no abstract found: try through the website),"Oxytocin receptor, Oxytocin, Autism, Association (psychology), Psychology, Clinical psychology, Developmental psychology, Medicine, Neuroscience, Genetics, Psychiatry, Biology, Psychotherapist",General / Other
Parenting Children With Autism Spectrum Disorders,"Jennifer B. Brobst, James R. Clopton, Susan S. Hendrick",2008,https://openalex.org/W2161598377,https://doi.org/10.1177/1088357608323699,https://doi.org/10.1177/1088357608323699,"Balancing the roles of parent and partner is challenging for most people and may be especially challenging when extra time and effort are required in the parenting role. The current research compared 25 couples whose children have autism spectrum disorders (ASD) with 20 couples whose children do not have developmental disorders. Comparisons were made for both stressor (e.g., child's behavior problems) and relational (e.g., relationship satisfaction) variables. Results indicated that parents of children with ASD experienced more intense child behavior problems, greater parenting stress, and lower relationship satisfaction. In contrast, the two groups of couples did not differ on perceived spousal support, respect for their partners, and commitment. The implications of the findings of this study and other related research are discussed.","relationship, parenting, partner, couples, autism","Behavioral Experiments, Education & Learning, Communication & Language, Social & Emotional Development"
Early communication development and intervention for children with autism,Rebecca Landa,2007,https://openalex.org/W2048736174,https://doi.org/10.1002/mrdd.20134,https://doi.org/10.1002/mrdd.20134,"Abstract Autism is a neurodevelopmental disorder defined by impairments in social and communication development, accompanied by stereotyped patterns of behavior and interest. The focus of this paper is on the early development of communication in autism, and early intervention for impairments in communication associated with this disorder. An overview of components of communication is provided. Communication characteristics that are diagnostic of autism are summarized, with consideration of the overlap between social and communication impairment, particularly for children with autism functioning at the prelinguistic level. Early communication development and predictors of communication functioning in autism are examined, based on a review of prospective and retrospective studies. The focus of the discussion then turns to intervention. Consideration is given to the rationale for beginning intervention as early in life as possible for children with autism. Implications of motor, imitation, and play deficits for communication‐based intervention are examined. Finally, issues related to the design and delivery of intervention for young children with autism are presented, along with a review of the major early intervention approaches for autism. © 2007 Wiley‐Liss, Inc. MRDD Research Reviews 2007;13:16–25.","autism, neurodevelopmental, communication, impairment, impairments",General / Other
Attention and joint attention in preschool children with autism.,"Susan Leekam, Beatriz López, Chris Moore",2000,https://openalex.org/W2171099789,https://doi.org/10.1037/0012-1649.36.2.261,https://doi.org/10.1037/0012-1649.36.2.261,Three experiments examined the role of attention in explaining dyadic (child-adult) and triadic (child-adult-object) joint attention difficulties in autism. Experiments 1 and 2 investigated children's ability to orient to an adult's attention bid and to follow the direction of a human or nonhuman cue. Experiment 3 tested ability to disengage and shift attention to objects. Results showed autism-specific difficulties at both dyadic and triadic levels. Children with autism were less responsive than developmentally delayed controls in orienting to attention bids and in following a human head-turn cue yet had no difficulty in shifting attention and were faster overall in orienting to targets. Results suggest a specific developmental delay in which children with autism rely on the presence of objects in the visual field to guide action. The relation between this problem and autistic children's difficulties with human communicative signals is discussed.,"autism, autistic, attention, developmental, developmentally","Behavioral Experiments, Therapy & Intervention, Education & Learning, Communication & Language, Social & Emotional Development"
Ability Profiles in Children with Autism,"Susan Dickerson Mayes, Susan L. Calhoun",2003,https://openalex.org/W2059046774,https://doi.org/10.1177/1362361303007001006,https://doi.org/10.1177/1362361303007001006,"To understand the effect of IQ and age on ability in children with autism, psychological data were analyzed for 164 3- to 15-year-olds with autism (IQs 14-143). As age increased, so did IQ, which probably reflects both an actual increase in IQ over time and the likelihood that brighter children are diagnosed later. Early in life, 67 percent had normal motor and delayed speech milestones. Verbal IQ continued to lag behind non-verbal IQ during the preschool years. By school age, the gap between verbal and non-verbal IQs had closed. Visual reasoning exceeded graphomotor scores for all children, and surpassed IQ for most. Graphomotor scores were significantly below IQ for both high-IQ groups. For school-age children with low IQs, math, spelling, and writing scores were consistent with IQ and reading was above IQ. School-age children with high IQs had average reading, math, and spelling scores and a weakness in writing.","autism, iqs, iq, age, children","Behavioral Experiments, Therapy & Intervention, Education & Learning, Communication & Language, Social & Emotional Development"
Interactive visual supports for children with autism,"Gillian R. Hayes, Sen H. Hirano, Gabriela Marcu, Mohamad Monibi, David H. Nguyen, Michael T. Yeganyan",2010,https://openalex.org/W2143918632,https://doi.org/10.1007/s00779-010-0294-8,https://doi.org/10.1007/s00779-010-0294-8,"Interventions to support children with autism often include the use of visual supports, which are cognitive tools to enable learning and the production of language. Although visual supports are effective in helping to diminish many of the challenges of autism, they are difficult and time-consuming to create, distribute, and use. In this paper, we present the results of a qualitative study focused on uncovering design guidelines for interactive visual supports that would address the many challenges inherent to current tools and practices. We present three prototype systems that address these design challenges with the use of large group displays, mobile personal devices, and personal recording technologies. We also describe the interventions associated with these prototypes along with the results from two focus group discussions around the interventions. We present further design guidance for visual supports and discuss tensions inherent to their design.","autism, displays, visual, design, supports","Neurological Functioning, Behavioral Experiments, Communication & Language"
"Sleep problems in children with autism spectrum disorders, developmental delays, and typical development: a population‐based study","Paula Krakowiak, Beth L. Goodlin‐Jones, Irva Hertz‐Picciotto, Lisa Croen, Robin Hansen",2008,https://openalex.org/W2097453934,https://doi.org/10.1111/j.1365-2869.2008.00650.x,https://doi.org/10.1111/j.1365-2869.2008.00650.x,"Summary This study compared parent‐reported sleep characteristics in 2‐ to 5‐year‐old children with autism spectrum disorders (ASD) to children with other developmental delays (DD) and typical development (TD). We included 529 children (303 ASD [167 males], 63 DD [46 males], and 163 TD [134 males]) enrolled in the CHARGE study, an ongoing population‐based case–control study. The mean age of participants was 3.6 years (standard deviation, 0.8 years). ASD diagnosis was confirmed with Autism Diagnostic Interview‐Revised (ADI‐R) and Autism Diagnostic Observation Schedules (ADOS). Cognitive and adaptive functioning was assessed using Mullen Scales of Early Learning (MSEL) and Vineland Adaptive Behavior Scales (VABS), respectively. Demographic, medical and sleep history information were ascertained from California birth records, telephone interview, medical assessments at clinic visit, and parent‐administered questionnaires. Fifty‐three percent of children with ASD had at least one frequent sleep problem, followed by 46% of children with DD, and 32% of the TD group ( P &lt; 0.0001). Exploratory factor analyses of sleep history data yielded two factors: sleep onset problems and night waking. Children with ASD had marginally higher sleep onset factor scores and significantly higher night waking factor scores compared with the TD group. Factor scores for children with DD were intermediate between the ASD and TD groups. Cognitive or adaptive development did not predict severity of sleep problems in the ASD group.","autism, sleep, waking, developmental, assessments",General / Other
Sleep in Children With Autism Spectrum Disorder,"Suresh Kotagal, Eileen Broomall",2012,https://openalex.org/W2050620042,https://doi.org/10.1016/j.pediatrneurol.2012.05.007,https://doi.org/10.1016/j.pediatrneurol.2012.05.007,(no abstract found: try through the website),"Autism spectrum disorder, Insomnia, Melatonin, Delayed sleep phase, Anxiety, Autism, Sleep (system call), Psychology, Depression (economics), Sleep disorder, Population, Clinical psychology, Psychiatry, Medicine, Neuroscience, Macroeconomics, Operating system, Environmental health, Economics, Computer science",General / Other
Understanding of Simple and Complex Emotions in Non‐retarded Children with Autism,"Lisa Capps, Nurit Yirmiya, Marian Sigman",1992,https://openalex.org/W1989041217,https://doi.org/10.1111/j.1469-7610.1992.tb00936.x,https://doi.org/10.1111/j.1469-7610.1992.tb00936.x,"Abstract Non‐retarded autistic children are compared to normal controls on measures of emotion expression and recognition. In general, autism subjects recounted appropriate examples of simple and complex emotions, and accurately labeled relatively ambiguous, affect expression in pictures, Autistic children manifested some difficulty talking about socially derived emotions, pride and embarrassment. They required more time and more prompts, their responses were more tentative and “scripted”, and they displayed limited understanding of the salience of Others in embarrassing situations. Results are discussed in relation to theory of mind impairment and compensation strategies in autism.","autism, autistic, emotion, embarrassment, emotions",Education & Learning
Robotic assistants in therapy and education of children with autism: can a small humanoid robot help encourage social interaction skills?,"Ben Robins, Kerstin Dautenhahn, René te Boekhorst, Aude Billard",2005,https://openalex.org/W2124848740,https://doi.org/10.1007/s10209-005-0116-3,https://doi.org/10.1007/s10209-005-0116-3,"This article presents a longitudinal study with four children with autism, who were exposed to a humanoid robot over a period of several months. The longitudinal approach allowed the children time to explore the space of robot– human, as well as human–human interaction. Based on the video material documenting the interactions, a quantitative and qualitative analysis was conducted. The quantitative analysis showed an increase in duration of pre-defined behaviours towards the later trials. A qualitative analysis of the video data, observing the children’s activities in their interactional context, revealed further aspects of social interaction skills (imitation, turn-taking and role- switch) and communicative competence that the children showed. The results clearly demonstrate the need for, and benefits of, long-term studies in order to reveal the full potential of robots in the therapy and education of children with autism.","autism, robot, robots, humanoid, communicative",General / Other
Siblings Relationships of Children with Autism,"Laura Kaminsky, Deborah Dewey",2001,https://openalex.org/W2141977095,https://doi.org/10.1023/a:1010664603039,https://doi.org/10.1023/a:1010664603039,(no abstract found: try through the website),"Autism, Sibling, Psychology, Sibling relationship, Prosocial behavior, Admiration, Developmental psychology, Developmental disorder, Typically developing, Social psychology",Behavioral Experiments
Association Between Maternal Use of Folic Acid Supplements and Risk of Autism Spectrum Disorders in Children,"Pål Surén, Christine G. Roth, Michaeline Bresnahan, Margaretha Haugen, Mady Hornig, Deborah Hirtz, Kari Kveim Lie, W. Ian Lipkin, Per Magnus, Ted Reichborn‐Kjennerud, Synnve Schjølberg, George Davey Smith, Anne‐Siri Øyen, Ezra Susser, Camilla Stoltenberg",2013,https://openalex.org/W2113172416,https://doi.org/10.1001/jama.2012.155925,https://doi.org/10.1001/jama.2012.155925,"Use of prenatal folic acid supplements around the time of conception was associated with a lower risk of autistic disorder in the MoBa cohort. Although these findings cannot establish causality, they do support prenatal folic acid supplementation.","folic, prenatal, supplements, supplementation, autistic","Behavioral Experiments, Therapy & Intervention, Education & Learning"
Consistent stress profiles in mothers of children with autism,"Robert L. Koegel, Laura Schreibman, Lauren M. Loos, Hanne Dirlich-Wilhelm, Glen Dunlap, Frank R. Robbins, Anthony J. Plienis",1992,https://openalex.org/W2034418766,https://doi.org/10.1007/bf01058151,https://doi.org/10.1007/bf01058151,(no abstract found: try through the website),"Autism, Psychology, Normative, Developmental psychology, Stress (linguistics), Cognition, Developmental disorder, Stress management, Clinical psychology, Public health, Psychiatry, Medicine, Epistemology, Nursing, Philosophy, Linguistics","Neurological Functioning, Behavioral Experiments"
Parent-mediated early intervention for young children with autism spectrum disorders (ASD),"Inalegwu P Oono, Emma Honey, Helen McConachie",2013,https://openalex.org/W2001911865,https://doi.org/10.1002/14651858.cd009774.pub2,https://doi.org/10.1002/14651858.cd009774.pub2,"The review finds some evidence for the effectiveness of parent-mediated interventions, most particularly in proximal indicators within parent-child interaction, but also in more distal indicators of child language comprehension and reduction in autism severity. Evidence of whether such interventions may reduce parent stress is inconclusive. The review reinforces the need for attention to be given to early intervention service models that enable parents to contribute skilfully to the treatment of their child with autism. However, practitioners supporting parent-mediated intervention require to monitor levels of parent stress. The ability to draw conclusions from studies would be improved by researchers adopting a common set of outcome measures as the quality of the current evidence is low.","autism, interventions, intervention, parent, parents","Neurological Functioning, Behavioral Experiments, Therapy & Intervention, Communication & Language"
